Record_ID,DateKey,GeographyKey,DisasterTypeKey,Compound_Event,Disaster_Duration_Days,Disaster_Magnitude,Hazard_Severity,Number_of_Deaths,Number_of_Injuries,Number_of_People_Affected,Displacement_Count,Houses_Damaged,Infrastructure_Damage_Score,Crop_Loss_Percentage,Economic_Loss_Million
REC_2023_04_D_078,20230401,78,7,1,18,11.96,10.0,2,17,60340,13378,3009,45.23,0.0,715.2358
REC_2023_04_D_087,20230401,87,7,1,16,9.27,8.92,1,17,99586,30895,6433,49.57,0.0,138.0957
REC_2023_04_D_088,20230401,88,7,1,15,6.04,7.55,1,3,187184,47926,7237,30.91,0.0,727.665
REC_2023_04_D_089,20230401,89,7,0,22,8.81,10.0,3,39,131799,41258,9151,62.01,0.0,330.2036
REC_2023_04_D_090,20230401,90,7,0,8,4.28,5.09,0,11,36052,12250,2538,38.71,0.0,125.8719
REC_2023_04_D_091,20230401,91,7,0,19,12.42,10.0,18,143,173331,50342,6948,51.35,0.0,204.9927
REC_2023_04_D_092,20230401,92,7,0,22,11.9,10.0,4,17,30802,8816,1322,52.43,0.0,172.0463
REC_2023_04_D_093,20230401,93,7,0,21,10.45,10.0,9,40,94436,21943,3302,38.64,0.0,236.8105
REC_2023_05_D_001,20230501,1,7,0,10,4.77,3.99,0,11,28577,9354,1638,30.69,0.0,226.1925
REC_2023_05_D_002,20230501,2,8,1,22,8.85,10.0,9,79,243987,55189,13071,36.22,34.52,1258.9219
REC_2023_05_D_003,20230501,3,2,0,12,6.76,6.3,0,2,214552,61361,10949,31.36,0.0,246.9243
REC_2023_05_D_005,20230501,5,7,0,7,1.79,2.2,0,14,37042,10019,2219,10.11,0.0,78.3477
REC_2023_05_D_006,20230501,6,2,0,6,3.71,3.92,0,3,146525,51694,7481,17.28,0.0,468.6154
REC_2023_05_D_008,20230501,8,7,0,18,11.59,9.92,8,52,175909,36103,5576,33.92,0.0,138.869
REC_2023_05_D_011,20230501,11,8,1,18,11.22,10.0,17,68,311644,75018,13907,51.39,30.82,194.9939
REC_2023_05_D_012,20230501,12,8,0,17,8.4,9.06,4,48,110404,35717,8185,53.22,25.17,328.4584
REC_2023_05_D_013,20230501,13,2,0,9,3.94,3.57,0,4,117453,29358,6384,26.62,0.0,63.0897
REC_2023_05_D_014,20230501,14,2,1,7,4.88,4.26,2,27,150926,38480,7971,20.18,0.0,379.0019
REC_2023_05_D_018,20230501,18,7,0,20,8.33,10.0,14,107,98512,31488,5896,59.82,0.0,589.1922
REC_2023_05_D_022,20230501,22,8,0,17,12.2,9.47,5,35,95961,24316,4055,35.64,37.59,1100.0782
REC_2023_05_D_023,20230501,23,7,1,22,11.29,10.0,2,26,191717,60076,13731,58.38,0.0,421.6095
REC_2023_05_D_024,20230501,24,7,0,9,5.58,5.02,0,14,10585,2663,689,27.42,0.0,47.2518
REC_2023_05_D_025,20230501,25,7,0,7,3.8,3.56,0,14,148710,54320,7766,19.05,0.0,269.6623
REC_2023_05_D_026,20230501,26,2,0,2,2.06,2.28,0,8,152890,46074,7911,9.96,0.0,574.3764
REC_2023_05_D_031,20230501,31,7,1,19,12.02,10.0,6,59,93612,30378,6694,58.28,0.0,532.4088
REC_2023_05_D_038,20230501,38,7,0,18,8.74,8.77,2,27,33421,7857,1611,47.22,0.0,924.2083
REC_2023_05_D_041,20230501,41,7,1,20,9.71,10.0,10,112,162430,53400,9477,62.87,0.0,1138.359
REC_2023_05_D_043,20230501,43,8,0,13,8.58,6.71,0,2,28957,7135,1691,37.92,36.78,1111.3337
REC_2023_05_D_047,20230501,47,7,0,19,8.79,10.0,16,125,162135,48595,7750,59.73,0.0,34.6923
REC_2023_05_D_050,20230501,50,7,0,22,9.25,10.0,3,31,82334,21084,3990,49.69,0.0,441.3675
REC_2023_05_D_051,20230501,51,8,0,20,8.11,10.0,11,69,210694,48307,7804,44.63,26.15,1781.0817
REC_2023_05_D_052,20230501,52,8,0,20,9.7,10.0,20,132,195085,64276,12912,49.3,29.09,258.2547
REC_2023_05_D_053,20230501,53,7,0,20,8.05,10.0,3,25,150773,43603,6256,64.94,0.0,1215.4819
REC_2023_05_D_056,20230501,56,7,0,22,9.84,10.0,4,16,141043,28806,6055,34.52,0.0,125.4557
REC_2023_05_D_058,20230501,58,7,0,16,8.49,8.04,2,29,76737,20771,3159,42.12,0.0,948.4132
REC_2023_05_D_061,20230501,61,8,1,18,11.4,10.0,6,37,204664,48677,9094,31.35,35.23,1034.8311
REC_2023_05_D_063,20230501,63,7,0,22,11.79,10.0,10,99,106588,37540,8303,74.2,0.0,591.2332
REC_2023_05_D_064,20230501,64,7,0,18,12.43,10.0,20,123,228767,62508,15557,49.67,0.0,858.5208
REC_2023_05_D_068,20230501,68,7,0,19,8.02,10.0,14,90,174812,60135,10469,62.46,0.0,244.6827
REC_2023_05_D_071,20230501,71,8,0,20,12.2,10.0,17,91,344544,85984,22016,50.33,51.64,1012.7058
REC_2023_05_D_072,20230501,72,8,0,18,8.76,9.38,4,41,182868,52695,9911,42.42,37.71,225.5981
REC_2023_05_D_073,20230501,73,7,0,16,6.95,7.39,1,4,40107,13055,3290,53.35,0.0,955.1555
REC_2023_05_D_077,20230501,77,7,0,22,11.02,10.0,4,34,142444,55057,10096,86.04,0.0,1905.7447
REC_2023_05_D_081,20230501,81,8,0,22,8.08,10.0,4,41,82059,20281,3315,51.25,51.89,445.2199
REC_2023_05_D_082,20230501,82,8,1,22,8.59,9.85,9,88,200414,44636,8447,39.71,10.58,2254.0802
REC_2023_05_D_083,20230501,83,7,0,18,10.4,10.0,28,130,278086,100555,24417,64.41,0.0,1330.5525
REC_2023_05_D_084,20230501,84,2,0,9,4.51,3.94,0,11,105121,39033,9762,36.61,0.0,32.1368
REC_2023_05_D_086,20230501,86,7,0,8,5.4,5.32,0,10,247560,74842,10225,33.09,0.0,746.0018
REC_2023_05_D_087,20230501,87,2,0,8,4.36,3.36,0,12,124818,38723,6459,22.71,0.0,90.4983
REC_2023_05_D_089,20230501,89,7,0,22,8.25,10.0,7,34,129913,40667,10842,59.98,0.0,1474.0257
REC_2023_05_D_090,20230501,90,7,0,19,8.35,10.0,5,31,57380,19497,3990,74.84,0.0,456.461
REC_2023_05_D_091,20230501,91,8,0,21,8.92,10.0,38,136,434046,126064,23079,49.16,23.02,573.4694
REC_2023_05_D_092,20230501,92,7,0,16,7.61,6.65,0,8,22935,6564,914,36.66,0.0,110.1344
REC_2023_05_D_094,20230501,94,8,1,7,2.53,3.02,0,1,85240,22455,4954,13.58,24.34,108.4995
REC_2023_06_D_001,20230601,1,3,0,9,4.12,3.89,0,7,41009,13424,2167,19.89,0.0,151.7442
REC_2023_06_D_002,20230601,2,2,0,11,5.88,4.55,0,11,121973,27590,4255,25.21,0.0,528.9139
REC_2023_06_D_004,20230601,4,7,0,11,7.66,6.25,2,12,124497,36238,9394,29.61,0.0,287.4253
REC_2023_06_D_005,20230601,5,7,0,4,2.59,2.23,0,3,36747,9939,1613,18.82,0.0,44.646
REC_2023_06_D_008,20230601,8,7,0,19,8.38,8.77,4,38,159239,32682,8314,35.72,0.0,462.3758
REC_2023_06_D_011,20230601,11,7,0,16,9.56,9.16,0,1,51570,12413,1803,43.32,0.0,367.4919
REC_2023_06_D_012,20230601,12,7,0,17,8.5,7.21,0,3,26232,8486,1599,46.6,0.0,250.4146
REC_2023_06_D_016,20230601,16,7,0,18,10.58,10.0,5,50,175138,46810,7077,48.94,0.0,715.2972
REC_2023_06_D_018,20230601,18,7,0,18,10.16,10.0,8,83,98836,31591,5368,61.32,0.0,587.8175
REC_2023_06_D_022,20230601,22,2,0,6,3.7,4.02,0,6,45711,11583,2883,14.19,0.0,198.0645
REC_2023_06_D_030,20230601,30,7,0,19,9.0,10.0,4,28,44833,10854,2223,49.69,0.0,458.9732
REC_2023_06_D_031,20230601,31,7,0,20,8.08,10.0,6,41,90850,29482,7058,66.1,0.0,391.357
REC_2023_06_D_041,20230601,41,7,0,15,8.87,7.97,3,28,137683,45264,10327,47.53,0.0,932.41
REC_2023_06_D_049,20230601,49,2,0,2,1.33,1.54,0,11,18616,4817,1020,20.2,0.0,217.9334
REC_2023_06_D_050,20230601,50,7,0,19,12.36,10.0,4,46,83984,21506,3611,47.86,0.0,2093.6963
REC_2023_06_D_054,20230601,54,7,0,12,6.82,5.81,0,10,135882,40476,10274,22.86,0.0,153.8428
REC_2023_06_D_056,20230601,56,7,0,18,10.65,10.0,6,31,139524,28496,4409,33.62,0.0,354.6349
REC_2023_06_D_064,20230601,64,7,0,18,12.05,10.0,13,72,226255,61821,8483,46.87,0.0,181.5582
REC_2023_06_D_068,20230601,68,7,0,21,9.94,10.0,12,36,173593,59715,9472,65.74,0.0,935.8015
REC_2023_06_D_078,20230601,78,7,0,9,4.78,4.38,0,1,30123,6678,1482,13.09,0.0,141.7865
REC_2023_06_D_079,20230601,79,7,0,18,10.34,10.0,9,100,129283,45533,7040,67.14,0.0,421.6631
REC_2023_06_D_083,20230601,83,7,0,18,11.37,10.0,31,120,278560,100727,16926,61.82,0.0,1129.7815
REC_2023_06_D_084,20230601,84,7,0,11,4.38,5.03,0,3,20472,7601,1774,39.1,0.0,170.6483
REC_2023_06_D_086,20230601,86,7,0,16,8.24,8.73,15,65,355899,107595,18673,43.27,0.0,3887.1024
REC_2023_06_D_089,20230601,89,7,0,21,10.6,10.0,6,17,130200,40757,10692,60.26,0.0,1157.4113
REC_2023_06_D_090,20230601,90,7,0,18,9.69,8.4,0,8,50831,17272,2822,57.91,0.0,183.9527
REC_2023_07_D_003,20230701,3,2,0,10,6.29,4.93,0,9,181628,51945,13706,18.45,0.0,464.4997
REC_2023_07_D_033,20230701,33,2,0,6,2.21,2.12,0,9,140676,40615,9203,17.07,0.0,364.7276
REC_2023_07_D_063,20230701,63,6,0,20,8.66,10.0,10,85,106099,37368,5852,68.41,0.0,626.2327
REC_2023_07_D_083,20230701,83,2,0,3,2.1,2.54,0,10,161910,58546,8448,22.69,0.0,404.3031
REC_2023_07_D_094,20230701,94,2,0,4,2.7,2.73,0,13,80044,21086,4531,10.1,0.0,133.8927
REC_2023_08_D_012,20230801,12,2,0,10,4.29,4.25,0,4,59683,19308,2740,25.75,0.0,25.757
REC_2023_08_D_026,20230801,26,2,0,1,1.38,1.49,0,4,126923,38249,7861,12.4,0.0,153.3581
REC_2023_09_D_052,20230901,52,2,0,7,4.27,3.99,0,13,95486,31460,5804,32.09,0.0,425.358
REC_2023_10_D_001,20231001,1,8,0,21,10.38,10.0,6,51,80410,26323,4631,61.21,32.1,784.4268
REC_2023_10_D_002,20231001,2,8,1,19,9.63,10.0,8,55,251222,56826,10254,35.73,40.2,627.7067
REC_2023_10_D_012,20231001,12,8,1,20,11.51,10.0,8,62,118802,38434,7166,59.77,24.59,1149.8707
REC_2023_10_D_015,20231001,15,2,0,9,3.17,3.66,0,7,96640,29556,7606,20.84,0.0,45.7478
REC_2023_10_D_021,20231001,21,8,0,21,12.23,10.0,22,107,305474,56964,11379,29.87,30.05,395.9402
REC_2023_10_D_022,20231001,22,8,0,18,9.47,9.43,6,45,96974,24573,5251,35.34,50.85,2841.6534
REC_2023_10_D_025,20231001,25,2,0,6,4.94,4.06,2,25,248624,90817,19642,15.66,0.0,564.7931
REC_2023_10_D_027,20231001,27,3,0,4,2.03,1.74,0,6,15893,3812,822,0.0,0.0,647.2864
REC_2023_10_D_031,20231001,31,8,0,22,10.51,10.0,24,196,392950,127520,17629,66.56,38.94,449.4886
REC_2023_10_D_042,20231001,42,2,0,9,4.36,3.76,0,1,135897,29842,5903,19.87,0.0,115.1459
REC_2023_10_D_044,20231001,44,8,0,11,3.47,4.17,0,4,55501,10221,1371,18.94,18.2,268.3325
REC_2023_10_D_047,20231001,47,2,0,7,2.8,2.53,0,7,159396,47774,6858,14.91,0.0,69.8008
REC_2023_10_D_050,20231001,50,3,0,10,4.21,4.48,0,9,71593,18333,2764,25.36,0.0,170.2433
REC_2023_10_D_051,20231001,51,8,0,22,8.96,10.0,6,57,213075,48853,7657,44.48,21.16,380.036
REC_2023_10_D_052,20231001,52,2,0,12,7.34,5.69,1,14,123111,40562,10155,36.59,0.0,102.2122
REC_2023_10_D_053,20231001,53,8,0,12,5.79,5.02,0,14,194861,56353,12083,25.49,24.98,213.6756
REC_2023_10_D_061,20231001,61,8,0,19,12.41,10.0,5,26,204393,48612,12208,41.66,35.34,714.1872
REC_2023_10_D_062,20231001,62,8,0,21,11.57,10.0,37,321,342360,88452,12806,49.96,27.1,989.4669
REC_2023_10_D_064,20231001,64,2,0,7,3.61,3.75,0,3,167042,45642,10348,17.7,0.0,283.8875
REC_2023_10_D_071,20231001,71,8,0,20,11.63,10.0,18,94,346529,86479,18010,44.19,54.21,458.6042
REC_2023_10_D_072,20231001,72,8,0,18,11.04,10.0,12,33,193249,55686,14801,42.42,34.22,508.8952
REC_2023_10_D_074,20231001,74,2,1,12,5.05,6.14,1,16,184779,55611,13996,36.63,0.0,563.1195
REC_2023_10_D_081,20231001,81,8,1,22,11.48,10.0,5,23,80193,19820,2689,38.4,52.26,505.5934
REC_2023_10_D_091,20231001,91,8,1,21,9.67,10.0,34,320,439875,127757,22483,50.93,37.36,83.8366
REC_2023_10_D_092,20231001,92,8,0,15,6.82,7.12,2,9,158054,45241,6179,37.71,34.93,39.6074
REC_2023_10_D_094,20231001,94,8,0,10,5.0,4.04,0,5,108410,28559,7392,25.89,21.92,135.0251
REC_2023_11_D_001,20231101,1,8,1,21,10.9,10.0,4,30,80527,26361,6318,52.22,34.62,548.8341
REC_2023_11_D_002,20231101,2,8,0,20,12.98,10.0,5,42,242139,54771,9941,55.53,35.26,1912.7891
REC_2023_11_D_011,20231101,11,8,0,19,9.0,10.0,18,130,312227,75159,10373,44.71,18.33,759.0282
REC_2023_11_D_012,20231101,12,8,0,20,12.5,10.0,7,71,121071,39168,5546,62.98,17.07,462.7691
REC_2023_11_D_019,20231101,19,3,0,5,2.36,1.89,0,5,97016,29143,5496,14.54,0.0,100.8051
REC_2023_11_D_021,20231101,21,8,0,21,10.41,10.0,16,56,316145,58954,8067,37.17,46.26,450.7889
REC_2023_11_D_022,20231101,22,2,0,21,12.7,10.0,10,67,102344,25933,4540,36.83,0.0,576.6507
REC_2023_11_D_023,20231101,23,8,1,16,7.22,8.59,4,19,287420,90065,17940,49.6,15.47,909.8351
REC_2023_11_D_031,20231101,31,8,0,19,11.76,10.0,33,144,379186,123053,21248,56.66,43.67,240.9498
REC_2023_11_D_032,20231101,32,8,0,19,11.42,10.0,3,26,108693,24116,3941,41.37,37.62,777.2625
REC_2023_11_D_033,20231101,33,8,0,19,9.43,8.43,4,43,342146,98784,23426,34.3,36.71,576.1114
REC_2023_11_D_034,20231101,34,8,0,10,4.76,3.75,0,11,135401,35588,5214,7.04,16.39,223.7595
REC_2023_11_D_041,20231101,41,8,0,19,9.21,10.0,35,324,371302,122069,28501,64.61,56.5,725.3268
REC_2023_11_D_042,20231101,42,8,0,19,10.69,10.0,17,85,313295,68799,16144,44.56,44.89,530.0021
REC_2023_11_D_051,20231101,51,8,1,18,9.1,10.0,5,41,207402,47553,11851,33.3,18.04,460.9339
REC_2023_11_D_052,20231101,52,8,0,22,8.24,10.0,22,180,202619,66758,13399,67.64,34.43,148.614
REC_2023_11_D_053,20231101,53,8,0,15,7.36,8.76,11,81,304851,88162,13750,56.45,34.3,357.269
REC_2023_11_D_061,20231101,61,8,1,22,8.99,10.0,7,28,199544,47459,7759,44.38,30.95,662.5795
REC_2023_11_D_062,20231101,62,8,0,20,10.37,10.0,40,325,341979,88353,17730,47.6,28.92,2030.2841
REC_2023_11_D_064,20231101,64,2,0,19,10.03,8.61,7,60,326274,89151,18271,43.56,0.0,994.4181
REC_2023_11_D_071,20231101,71,8,1,20,12.43,10.0,11,97,345134,86131,12513,50.1,44.61,1352.6601
REC_2023_11_D_073,20231101,73,8,0,17,7.87,8.51,31,276,360101,117220,27577,46.55,41.37,43.4809
REC_2023_11_D_081,20231101,81,8,0,20,12.9,10.0,4,42,81953,20255,4226,50.68,49.62,468.4864
REC_2023_11_D_082,20231101,82,8,0,21,12.0,10.0,16,147,204882,45631,9897,42.69,6.29,1450.1702
REC_2023_11_D_083,20231101,83,8,1,16,7.09,8.05,10,28,330802,119618,28126,44.3,36.27,666.9528
REC_2023_11_D_091,20231101,91,8,1,21,9.46,10.0,33,139,438568,127377,23575,63.08,24.68,185.997
REC_2023_11_D_092,20231101,92,2,0,14,5.76,6.96,0,14,153382,43904,8223,43.74,0.0,517.3767
REC_2023_11_D_093,20231101,93,8,1,17,8.92,7.27,8,50,241162,56036,11318,30.06,17.31,191.4218
REC_2023_11_D_095,20231101,95,6,0,14,5.64,6.37,0,4,11070,2675,595,35.07,0.0,190.0207
REC_2023_12_D_021,20231201,21,2,0,11,6.19,6.43,4,33,202955,37847,8863,24.48,0.0,692.2447
REC_2023_12_D_043,20231201,43,2,0,10,4.13,4.47,0,1,20699,5100,691,9.95,0.0,284.9946
REC_2023_12_D_051,20231201,51,2,0,13,6.3,6.03,0,8,134512,30840,5522,24.45,0.0,76.0012
REC_2023_12_D_057,20231201,57,2,0,4,2.99,2.48,0,14,119678,31082,4758,16.65,0.0,175.3537
REC_2023_12_D_082,20231201,82,2,0,5,2.19,2.41,0,8,62133,13838,2927,13.84,0.0,744.6243
REC_2024_01_D_003,20240101,3,2,0,10,3.2,4.0,0,4,151675,43379,8390,30.18,0.0,337.5119
REC_2024_01_D_006,20240101,6,3,0,2,1.47,1.83,0,5,103775,36611,5710,13.74,0.0,153.5977
REC_2024_01_D_015,20240101,15,3,0,3,2.13,2.46,0,6,74977,22930,4538,8.07,0.0,221.5769
REC_2024_01_D_021,20240101,21,2,0,9,5.08,4.43,1,11,150495,28064,5803,13.27,0.0,338.019
REC_2024_03_D_005,20240301,5,2,0,6,4.14,3.32,0,1,111349,30117,5530,20.04,0.0,109.9181
REC_2024_03_D_013,20240301,13,2,0,6,2.96,2.94,0,10,101904,25471,5786,14.05,0.0,34.5751
REC_2024_03_D_023,20240301,23,2,0,7,4.89,4.32,1,9,176021,55157,14511,18.06,0.0,243.3298
REC_2024_03_D_081,20240301,81,2,0,9,4.92,4.01,0,3,40711,10062,2311,22.01,0.0,379.5676
REC_2024_03_D_096,20240301,96,5,0,8,5.15,4.16,1,12,139550,44555,10912,24.39,16.48,244.718
REC_2024_03_D_098,20240301,98,6,0,16,9.43,8.89,4,33,75232,29183,7685,75.38,0.0,1110.378
REC_2024_04_D_006,20240401,6,7,0,20,9.97,10.0,8,86,209700,73982,15683,65.91,0.0,1297.6362
REC_2024_04_D_008,20240401,8,7,0,16,7.63,7.05,1,7,130959,26878,6596,29.58,0.0,1168.8531
REC_2024_04_D_009,20240401,9,6,0,18,11.48,10.0,3,22,84774,17975,3646,35.16,0.0,1084.4475
REC_2024_04_D_012,20240401,12,7,0,22,9.1,10.0,6,39,34481,11155,2361,59.99,0.0,288.356
REC_2024_04_D_013,20240401,13,2,0,12,4.75,4.97,0,2,145431,36351,5270,8.72,0.0,133.7107
REC_2024_04_D_014,20240401,14,7,0,22,11.5,10.0,12,115,183431,46767,9255,43.88,0.0,1684.7945
REC_2024_04_D_017,20240401,17,7,0,19,11.33,10.0,1,14,38249,10728,2289,53.39,0.0,458.8983
REC_2024_04_D_018,20240401,18,7,0,18,10.61,10.0,10,65,98403,31453,6901,67.36,0.0,634.91
REC_2024_04_D_025,20240401,25,7,0,20,9.28,10.0,24,115,313238,114419,19898,70.44,0.0,1176.1121
REC_2024_04_D_030,20240401,30,7,0,18,11.19,10.0,8,72,44845,10857,2848,42.16,0.0,173.4592
REC_2024_04_D_031,20240401,31,7,0,21,8.16,10.0,3,31,94169,30559,5534,61.14,0.0,311.1362
REC_2024_04_D_032,20240401,32,2,0,9,3.89,3.81,0,4,46692,10360,1826,15.29,0.0,210.6792
REC_2024_04_D_040,20240401,40,7,0,18,8.88,10.0,14,80,252336,56967,13178,40.07,0.0,1304.9441
REC_2024_04_D_041,20240401,41,7,0,21,10.01,10.0,10,45,164723,54154,13734,59.49,0.0,413.5599
REC_2024_04_D_043,20240401,43,7,0,16,8.19,8.32,0,13,25927,6388,1416,24.24,0.0,206.945
REC_2024_04_D_046,20240401,46,7,0,13,5.25,5.07,0,10,59698,14088,2232,19.53,0.0,342.8893
REC_2024_04_D_048,20240401,48,7,0,22,10.97,10.0,29,163,122131,31446,6972,48.81,0.0,426.4372
REC_2024_04_D_049,20240401,49,7,0,20,8.99,10.0,2,23,18294,4733,1079,47.42,0.0,332.3224
REC_2024_04_D_052,20240401,52,7,0,20,12.49,10.0,4,30,33367,10993,1567,59.55,0.0,509.793
REC_2024_04_D_053,20240401,53,7,0,4,3.21,3.24,0,5,63926,18487,3158,16.82,0.0,205.2295
REC_2024_04_D_056,20240401,56,7,0,22,10.26,10.0,7,27,143470,29302,7500,37.72,0.0,1248.2319
REC_2024_04_D_057,20240401,57,7,0,21,8.22,10.0,6,66,180267,46818,8228,38.94,0.0,845.6923
REC_2024_04_D_061,20240401,61,2,0,9,5.6,5.08,1,12,114729,27287,3841,25.08,0.0,650.5989
REC_2024_04_D_064,20240401,64,2,0,7,5.23,4.32,0,2,187572,51252,7281,24.18,0.0,583.6579
REC_2024_04_D_068,20240401,68,7,0,21,8.03,10.0,9,68,171435,58973,9613,66.4,0.0,472.9391
REC_2024_04_D_072,20240401,72,7,0,19,11.05,10.0,3,39,53814,15507,2622,58.59,0.0,561.8482
REC_2024_04_D_073,20240401,73,7,0,15,7.33,7.36,1,17,39927,12997,1914,51.4,0.0,284.0153
REC_2024_04_D_074,20240401,74,7,0,19,12.85,10.0,19,76,217398,65428,14929,62.39,0.0,1088.4224
REC_2024_04_D_075,20240401,75,7,0,1,1.93,1.75,0,7,14632,3137,711,12.87,0.0,49.0821
REC_2024_04_D_079,20240401,79,7,0,19,10.58,10.0,12,34,127102,44765,6537,62.89,0.0,206.061
REC_2024_04_D_081,20240401,81,2,0,4,2.54,2.84,0,6,32902,8132,1926,15.88,0.0,335.0764
REC_2024_04_D_082,20240401,82,2,0,5,2.25,2.13,0,2,56610,12608,1874,7.58,0.0,25.0976
REC_2024_04_D_088,20240401,88,7,0,19,8.72,10.0,17,156,238103,60963,11199,37.02,0.0,1650.8613
REC_2024_04_D_089,20240401,89,7,0,21,11.57,10.0,9,102,130675,40906,7969,63.3,0.0,1870.4781
REC_2024_04_D_091,20240401,91,7,0,21,10.0,10.0,15,49,171051,49680,11754,53.32,0.0,244.7676
REC_2024_05_D_001,20240501,1,8,0,21,11.48,10.0,4,34,80140,26234,6963,58.13,38.14,1160.1284
REC_2024_05_D_002,20240501,2,8,0,20,9.17,10.0,5,29,245980,55640,14761,45.07,37.5,637.4905
REC_2024_05_D_006,20240501,6,7,1,18,12.65,10.0,19,156,211577,74644,14195,59.78,0.0,1299.9356
REC_2024_05_D_008,20240501,8,7,0,13,5.17,6.35,2,16,121464,24929,4307,23.6,0.0,254.6495
REC_2024_05_D_011,20240501,11,8,0,21,10.62,10.0,16,150,310466,74735,11967,43.95,17.55,756.5081
REC_2024_05_D_012,20240501,12,7,0,20,8.06,10.0,1,8,34269,11086,2491,64.24,0.0,142.3957
REC_2024_05_D_013,20240501,13,8,0,14,9.01,6.98,1,16,187925,46973,9310,35.01,12.26,327.7696
REC_2024_05_D_014,20240501,14,7,0,18,11.27,10.0,14,126,184778,47110,12076,46.39,0.0,1441.8106
REC_2024_05_D_017,20240501,17,7,0,4,2.85,2.95,0,5,14533,4076,831,12.89,0.0,442.9038
REC_2024_05_D_018,20240501,18,7,0,20,8.28,10.0,7,29,98603,31517,5637,55.45,0.0,289.4877
REC_2024_05_D_021,20240501,21,8,0,19,9.68,10.0,22,79,309714,57755,14828,23.32,34.05,1461.049
REC_2024_05_D_022,20240501,22,8,0,21,12.06,10.0,4,17,101561,25735,4100,51.33,42.37,975.5099
REC_2024_05_D_023,20240501,23,7,0,18,9.62,10.0,6,25,194426,60925,11528,61.49,0.0,897.1943
REC_2024_05_D_026,20240501,26,2,0,6,3.34,3.53,0,1,192725,58079,10354,17.78,0.0,819.9608
REC_2024_05_D_030,20240501,30,7,0,10,4.96,4.72,0,2,23438,5674,882,27.49,0.0,174.2545
REC_2024_05_D_031,20240501,31,8,0,20,11.8,10.0,30,249,381240,123720,19364,75.12,44.95,685.0244
REC_2024_05_D_032,20240501,32,8,1,15,9.35,8.65,2,16,96423,21394,3134,35.84,22.5,433.4363
REC_2024_05_D_034,20240501,34,8,0,9,4.05,3.56,0,8,127535,33521,6029,17.5,15.17,322.5609
REC_2024_05_D_036,20240501,36,7,0,20,8.39,10.0,6,65,66234,13453,3123,35.41,0.0,144.5897
REC_2024_05_D_040,20240501,40,7,0,22,12.36,10.0,19,91,254957,57559,14905,34.11,0.0,643.6124
REC_2024_05_D_041,20240501,41,8,0,19,12.3,10.0,30,176,365113,120034,30828,64.07,52.96,488.1034
REC_2024_05_D_042,20240501,42,8,1,20,9.05,10.0,31,225,315127,69201,14540,38.53,45.46,733.7361
REC_2024_05_D_048,20240501,48,7,0,19,8.35,10.0,23,211,120482,31021,8181,47.06,0.0,926.3258
REC_2024_05_D_049,20240501,49,7,0,20,9.25,10.0,3,15,18395,4759,1234,52.97,0.0,374.2627
REC_2024_05_D_050,20240501,50,7,0,21,11.63,9.76,3,28,80340,20573,5253,42.22,0.0,783.2542
REC_2024_05_D_051,20240501,51,8,1,22,12.81,10.0,4,40,210344,48227,7483,41.03,16.87,250.373
REC_2024_05_D_052,20240501,52,7,0,21,12.68,10.0,3,20,34121,11242,2813,70.98,0.0,497.075
REC_2024_05_D_053,20240501,53,8,0,12,7.29,6.17,1,9,224998,65069,14455,41.12,20.6,21.801
REC_2024_05_D_056,20240501,56,7,0,20,10.59,10.0,9,30,143402,29288,4299,26.48,0.0,1471.4772
REC_2024_05_D_071,20240501,71,8,0,19,11.36,10.0,19,151,342750,85536,11468,33.92,48.69,873.6366
REC_2024_05_D_072,20240501,72,7,1,22,11.22,10.0,3,34,54949,15834,2781,50.8,0.0,444.4734
REC_2024_05_D_073,20240501,73,2,0,18,8.37,9.91,62,143,408225,132885,27928,60.61,0.0,168.3615
REC_2024_05_D_082,20240501,82,8,0,19,9.57,10.0,8,81,205072,45673,8951,33.91,12.46,496.3182
REC_2024_05_D_088,20240501,88,7,0,22,12.5,10.0,25,59,242738,62150,12910,42.03,0.0,1437.6144
REC_2024_05_D_090,20240501,90,7,0,17,8.37,9.42,2,14,55057,18708,3534,54.78,0.0,425.5365
REC_2024_05_D_091,20240501,91,2,0,11,8.2,6.72,2,29,330596,96018,16868,33.92,0.0,390.8214
REC_2024_05_D_092,20240501,92,8,1,18,9.49,9.27,10,105,193876,55495,14116,54.44,46.05,559.7653
REC_2024_05_D_093,20240501,93,2,0,8,4.56,4.18,1,8,151932,35302,5785,16.03,0.0,213.4879
REC_2024_06_D_005,20240601,5,7,0,22,8.46,10.0,5,54,120777,32667,5543,51.16,0.0,1023.2714
REC_2024_06_D_006,20240601,6,7,0,19,9.47,10.0,21,197,212290,74895,16933,70.91,0.0,2081.8617
REC_2024_06_D_008,20240601,8,7,0,21,10.85,10.0,7,54,179993,36941,7958,36.96,0.0,646.3679
REC_2024_06_D_009,20240601,9,7,0,22,9.46,10.0,10,31,85490,18127,4735,40.44,0.0,686.8104
REC_2024_06_D_014,20240601,14,7,0,19,11.03,10.0,8,36,183444,46770,11402,44.67,0.0,1263.6675
REC_2024_06_D_016,20240601,16,6,1,16,11.27,9.21,4,13,165399,44207,10675,45.65,0.0,972.6247
REC_2024_06_D_018,20240601,18,7,0,20,8.23,10.0,12,128,99318,31746,6635,72.3,0.0,141.7638
